STA;INB;UTB;MÅL;SPM;STM;FRM;HÖM;PAS;POÄ;VAR;UTV;OFF;ORS;TIS;ORF;TIF;SKO;SKM;SKS;Team;First name;Last name
17;2;5;0;0;0;0;0;1;1;3;0;2;0;0;39;16;18;6;2;Kalmar FF;Ismael;Silva
26;0;1;2;1;0;0;0;2;4;2;0;2;0;0;23;26;14;5;0;Kalmar FF;Mats;Solheim
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Johan;Ramhorn
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Oscar;Johansson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Giga;Chkheidze
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Herman;Sillerström
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Peter;Westberg
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Kalmar FF;John;Håkansson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Oskar;Engström
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Herman;Hallberg
16;10;7;1;1;0;0;0;0;1;2;0;2;1;0;27;48;19;5;0;Kalmar FF;Romario;Pereira-Sipiao
24;3;15;10;9;0;0;0;2;12;0;0;18;0;1;16;13;42;31;2;Kalmar FF;Måns;Söderqvist
6;6;3;2;2;0;0;0;1;3;2;0;3;0;0;14;12;12;7;0;Kalmar FF;Sebastian;Andersson
21;2;15;1;1;0;0;0;8;9;4;0;2;0;0;17;23;25;13;2;Kalmar FF;Jonathan;Ring
15;9;5;4;4;0;0;0;0;4;2;0;9;0;0;20;18;34;16;0;Kalmar FF;Papa;Diouf
12;2;2;1;0;0;1;0;1;2;4;0;1;0;0;21;16;21;10;0;Kalmar FF;Melker;Hallberg
0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;Kalmar FF;Melvin;Platje
26;3;2;3;2;0;0;0;7;10;1;0;1;0;0;16;29;28;10;2;Kalmar FF;Tobias;Eriksson
19;0;1;1;1;0;0;0;1;2;2;1;0;0;0;14;16;3;1;0;Kalmar FF;Emin;Nouri
15;6;0;6;3;0;0;0;1;7;4;0;9;0;0;40;37;43;26;1;Kalmar FF;David;Elm
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;Kalmar FF;Stefan;Larsson
25;0;2;0;0;0;0;0;0;0;0;0;0;0;0;11;14;5;1;0;Kalmar FF;Markus;Thorbjörnsson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kalmar FF;Daniel;Mendes
25;0;1;1;0;0;0;0;2;3;7;1;1;0;0;39;27;9;2;0;Kalmar FF;Marcus;Nilsson
8;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;4;0;0;0;Kalmar FF;Ole;Söderberg
2;9;1;0;0;0;0;0;0;0;2;0;4;0;0;3;9;4;1;0;Kalmar FF;César;Santin
8;7;4;2;1;0;0;0;0;2;0;0;10;0;0;10;9;15;8;0;Kalmar FF;Pär;Ericsson
3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;8;4;1;1;0;Kalmar FF;Ludvig;Öhman
25;3;5;15;10;1;0;0;14;29;8;0;31;0;0;36;37;85;44;2;Malmö FF;Markus;Rosenberg
10;1;4;8;7;1;0;0;3;11;1;0;8;0;0;8;13;27;18;1;Malmö FF;Guillermo;Molins
7;1;2;0;0;0;0;0;0;0;1;0;0;0;0;5;5;0;0;0;Malmö FF;Matias;Concha
6;15;5;3;2;0;0;0;1;4;1;0;3;0;1;6;8;22;10;1;Malmö FF;Pawel;Cibicki
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Sixten;Mohlin
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Petar;Petrovic
14;1;1;0;0;0;0;0;1;1;1;0;0;0;0;20;7;3;2;0;Malmö FF;Enock;Adu
9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;8;5;1;0;0;Malmö FF;Pa;Konate
9;5;6;5;4;0;0;0;1;6;0;0;11;0;0;13;9;22;11;0;Malmö FF;Isaac;Kiese-Thelin
14;0;1;1;1;0;0;0;1;2;3;0;3;0;0;8;23;8;3;1;Malmö FF;Anton;Tinnerholm
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Jasmin;Sudic
21;5;3;1;0;0;0;0;2;3;5;0;0;0;0;29;32;6;2;0;Malmö FF;Markus;Halsti
26;3;13;14;13;0;1;0;6;20;3;0;21;0;0;25;26;77;36;2;Malmö FF;Emil;Forsberg
7;2;0;1;1;0;0;0;0;1;3;1;0;0;0;8;1;3;2;0;Malmö FF;Pontus;Jansson
22;1;1;0;0;0;0;0;1;1;4;0;2;0;0;16;21;6;4;0;Malmö FF;Ricardo;Ferreira
10;4;2;2;2;0;0;0;0;2;1;0;0;0;0;8;17;16;9;0;Malmö FF;Simon;Thern
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Tobias;Malm
9;10;6;0;0;0;0;0;4;4;1;0;4;0;0;8;10;23;12;0;Malmö FF;Simon;Kroon
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Alexander;Blomqvist
27;1;2;1;0;0;0;0;0;1;0;0;0;1;0;22;22;11;4;0;Malmö FF;Filip;Helander
5;5;2;0;0;0;0;0;1;1;0;0;1;0;0;8;12;4;1;0;Malmö FF;Amin;Nazari
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;Malmö FF;Mahmut;Özen
7;8;5;0;0;0;0;0;2;2;0;0;1;0;0;12;8;4;0;0;Malmö FF;Erdal;Rakip
5;2;1;0;0;0;0;0;0;0;1;1;0;0;0;7;3;3;0;0;Malmö FF;Johan;Hammar
1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;Malmö FF;Piotr;Johansson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Victor;Wernersson
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Malmö FF;Zlatan;Azinovic
23;2;1;0;0;0;0;0;0;0;3;0;0;0;0;23;22;6;0;0;Malmö FF;Erik;Johansson
9;0;1;0;0;0;0;0;2;2;0;0;1;0;0;5;7;4;0;0;Malmö FF;Miiko;Albornoz
29;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;Malmö FF;Robin;Olsen
28;2;12;5;5;0;0;0;7;12;2;0;16;0;1;46;73;61;31;3;Malmö FF;Magnus;Eriksson
5;5;4;2;1;0;0;0;0;2;2;0;4;0;0;6;4;11;5;1;Malmö FF;Agon;Mehmeti
22;8;15;4;2;1;0;0;1;5;2;0;16;0;0;25;24;33;23;0;IFK Norrköping;Christoffer;Nyman
6;13;3;3;1;1;1;0;0;3;3;0;0;0;0;8;10;11;8;0;IFK Norrköping;Lars;Krogh-Gerson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Mathias;Florén
29;0;0;0;0;0;0;0;2;2;4;0;1;0;1;44;32;9;3;0;IFK Norrköping;Andreas;Johansson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Gentrit;Citaku
19;7;4;2;2;0;0;0;2;4;2;0;0;0;0;19;16;22;13;0;IFK Norrköping;Alexander;Fransson
9;0;0;0;0;0;0;0;0;0;1;0;1;0;0;8;5;1;0;0;IFK Norrköping;Morten;Skjønsberg
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Siim;Luts
20;1;6;1;0;0;1;0;0;1;1;0;1;1;0;25;18;17;8;0;IFK Norrköping;Christopher;Meneses
17;1;0;2;1;0;0;0;0;2;5;0;0;0;0;10;10;2;2;0;IFK Norrköping;Edvard;Skagestad
14;4;10;3;3;0;0;0;5;8;0;0;2;0;0;4;16;24;12;3;IFK Norrköping;Arnor;Traustason
0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;IFK Norrköping;Filip;Dagerstål
3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;1;2;0;0;IFK Norrköping;Andreas;Hadenius
9;3;2;0;0;0;0;0;2;2;0;0;4;0;0;15;16;19;6;1;IFK Norrköping;Isaac;Kiese-Thelin
12;8;3;0;0;0;0;0;1;1;4;0;2;1;0;4;8;15;6;1;IFK Norrköping;Nikola;Tkalcic
18;8;10;10;5;0;0;0;3;13;6;1;27;0;0;42;24;56;27;1;IFK Norrköping;Alhaji;Kamara
20;4;3;0;0;0;0;0;2;2;4;0;0;0;0;23;9;9;3;2;IFK Norrköping;Linus;Wahlqvist
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Edvard;Setterberg
0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Mirza;Halvadzic
8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;IFK Norrköping;Marcus;Sahlman
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Andreas;Lindberg
19;3;0;1;0;0;0;0;0;1;2;1;0;0;0;23;9;8;5;0;IFK Norrköping;Marcus;Falk-Olander
15;3;0;0;0;0;0;0;0;0;3;0;1;0;0;15;7;5;1;0;IFK Norrköping;David;Boo-Wiklander
3;5;3;0;0;0;0;0;0;0;0;0;1;0;0;4;2;3;2;0;IFK Norrköping;James;Frempong
23;1;8;2;2;0;0;0;3;5;3;0;2;1;0;28;50;21;7;2;IFK Norrköping;Rawez;Lawan
17;2;4;10;9;0;0;0;2;12;0;1;17;0;0;14;14;51;33;2;IFK Norrköping;Emir;Kujovic
25;3;6;0;0;0;0;0;4;4;1;0;6;0;1;23;18;27;13;0;IFK Norrköping;Christopher;Telo
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFK Norrköping;Armin;Tankovic
21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;IFK Norrköping;David;Mitov-Nilsson
14;5;8;14;11;2;0;0;1;15;4;0;29;0;2;24;15;50;32;0;Örebro SK;Alhassan;Kamara
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Carl;Ekstrand
5;2;2;0;0;0;0;0;0;0;2;0;0;0;0;6;1;3;2;0;Örebro SK;Samuel;Mensah
7;11;1;0;0;0;0;0;0;0;4;0;0;2;0;15;2;4;3;0;Örebro SK;Ayanda;Nkili
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Örebro SK;Boris;Lumbana
7;14;6;5;4;0;0;0;2;7;0;0;3;0;0;7;8;26;16;0;Örebro SK;Karl;Holmberg
26;3;5;2;2;0;0;0;5;7;3;0;7;0;0;45;49;58;22;1;Örebro SK;Ahmed;Yasin
18;2;5;2;2;0;0;0;1;3;3;0;1;0;0;15;35;26;10;0;Örebro SK;Mohammed;Saeid
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Anton;Westerlund
2;3;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;1;0;Örebro SK;Ilir;Berisha
9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;Örebro SK;Jacob;Rinne
3;7;2;1;1;0;0;0;0;1;1;0;0;0;0;2;1;3;2;0;Örebro SK;Daniel;Nordmark
10;1;2;3;2;0;0;0;6;9;2;0;5;0;0;12;4;11;6;0;Örebro SK;Daniel;Sobralense
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Filip;Albertsson
21;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;Örebro SK;Oscar;Jansson
0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Christer;Lipovac
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Lukman;Murad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Sebastian;Ring
29;0;5;0;0;0;0;0;0;0;0;0;2;0;0;26;16;8;5;0;Örebro SK;Daniel;Björnkvist
26;1;2;0;0;0;0;0;0;0;1;0;0;0;0;6;6;6;1;1;Örebro SK;Magnus;Wikström
28;0;1;2;1;0;0;0;3;5;8;0;2;0;0;38;18;23;13;0;Örebro SK;Patrik;Haginge
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Ludwig;Bergström
17;2;3;1;0;0;0;0;4;5;5;0;1;0;0;36;27;15;7;1;Örebro SK;Robert;Åhman-Persson
20;6;18;10;9;0;0;0;4;14;2;0;6;0;0;16;15;35;21;0;Örebro SK;Marcus;Pode
28;0;3;2;1;0;1;0;7;9;3;0;3;2;0;40;49;32;10;1;Örebro SK;Nordin;Gerzic
12;1;0;5;2;0;0;0;0;5;0;0;9;0;0;28;20;28;13;0;Örebro SK;Shpetim;Hasani
4;6;0;0;0;0;0;0;1;1;1;0;1;0;0;6;6;4;4;0;Örebro SK;Christoffer;Wiktorsson
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;Emil;Berger
25;0;1;2;1;0;0;0;0;2;1;0;0;1;0;13;15;9;5;0;Örebro SK;Erik;Moberg
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Örebro SK;William;Atashkadeh
19;10;13;4;4;0;0;0;2;6;1;0;2;0;0;8;6;38;24;2;Örebro SK;Daniel;Gustavsson
